TE,Saprobic_Hyphae,Parasitic_Spherules,Sph+1,Exp_Sph,Species 
All genes,414.17,228.89,229.89,7.844799901,C. posadasii
All genes,15.58,15.38,16.38,4.033863452,C. posadasii
All genes,76.15,115.13,116.13,6.859596903,C. posadasii
All genes,42.28,69.26,70.26,6.134631671,C. posadasii
All genes,108.35,98.29,99.29,6.633576519,C. posadasii
All genes,146.26,139.43,140.43,7.133707361,C. posadasii
All genes,53.17,45.35,46.35,5.534497434,C. posadasii
All genes,42.66,41.55,42.55,5.411087227,C. posadasii
All genes,40.34,53.86,54.86,5.777682717,C. posadasii
All genes,78.26,143.92,144.92,7.179112901,C. posadasii
All genes,32.36,31.43,32.43,5.019257119,C. posadasii
All genes,12.8,107.34,108.34,6.759422186,C. posadasii
All genes,11.52,87.61,88.61,6.469397617,C. posadasii
All genes,77.89,43.43,44.43,5.473462236,C. posadasii
All genes,167.93,195.86,196.86,7.621026189,C. posadasii
All genes,90.25,85.15,86.15,6.428778891,C. posadasii
All genes,63.19,75.71,76.71,6.261342756,C. posadasii
All genes,42.52,16.8,17.8,4.153805336,C. posadasii
All genes,4.91,3.85,4.85,2.277984747,C. posadasii
All genes,11.4,11.29,12.29,3.619413011,C. posadasii
All genes,30.01,13.86,14.86,3.893362211,C. posadasii
All genes,347.56,321.21,322.21,8.33185746,C. posadasii
All genes,14.15,65.15,66.15,6.047669251,C. posadasii
All genes,45.63,88.86,89.86,6.489607157,C. posadasii
All genes,77.55,196.6,197.6,7.626439137,C. posadasii
All genes,52.31,136.23,137.23,7.100452095,C. posadasii
All genes,30.6,82.56,83.56,6.384740587,C. posadasii
All genes,0.59,0.47,1.47,0.555816155,C. posadasii
All genes,4.31,5.71,6.71,2.746312766,C. posadasii
All genes,19.04,56,57,5.832890014,C. posadasii
All genes,11.32,7.25,8.25,3.044394119,C. posadasii
All genes,6.1,9.72,10.72,3.422233001,C. posadasii
All genes,0.14,8.55,9.55,3.255500733,C. posadasii
All genes,36.51,96.35,97.35,6.605109074,C. posadasii
All genes,16.74,11.08,12.08,3.59454855,C. posadasii
All genes,333.81,124.39,125.39,6.970278486,C. posadasii
All genes,328.78,76.5,77.5,6.276124405,C. posadasii
All genes,106.74,18.05,19.05,4.251719093,C. posadasii
All genes,32.28,50.87,51.87,5.696828465,C. posadasii
All genes,6.52,9.1,10.1,3.336283388,C. posadasii
All genes,4.33,2.73,3.73,1.89917563,C. posadasii
All genes,31.59,58.27,59.27,5.889230152,C. posadasii
All genes,49.22,70.25,71.25,6.154818109,C. posadasii
All genes,22.24,20.49,21.49,4.425593578,C. posadasii
All genes,9.25,24.94,25.94,4.697106574,C. posadasii
All genes,44.27,156.13,157.13,7.295814843,C. posadasii
All genes,13.38,43.05,44.05,5.461070114,C. posadasii
All genes,28.11,45.54,46.54,5.540399306,C. posadasii
All genes,6.21,12.85,13.85,3.791814071,C. posadasii
All genes,50.97,80.4,81.4,6.346956889,C. posadasii
All genes,93.56,34.02,35.02,5.130107179,C. posadasii
All genes,22.55,14.57,15.57,3.960697039,C. posadasii
All genes,19.08,16.25,17.25,4.108524457,C. posadasii
All genes,36.01,49.2,50.2,5.649615459,C. posadasii
All genes,21.72,24.2,25.2,4.655351829,C. posadasii
All genes,22.49,18.05,19.05,4.251719093,C. posadasii
All genes,0.31,0.43,1.43,0.516015147,C. posadasii
All genes,187.76,149.56,150.56,7.234194723,C. posadasii
All genes,32.09,16.21,17.21,4.105175192,C. posadasii
All genes,44.13,52.61,53.61,5.74443023,C. posadasii
All genes,5.27,7.43,8.43,3.075532631,C. posadasii
All genes,15,3.45,4.45,2.153805336,C. posadasii
All genes,26.13,11.79,12.79,3.676944359,C. posadasii
All genes,42.3,47.43,48.43,5.597829098,C. posadasii
All genes,60.88,28.76,29.76,4.895302621,C. posadasii
All genes,129.61,14.45,15.45,3.949534933,C. posadasii
All genes,56.06,36.06,37.06,5.211790976,C. posadasii
All genes,12.19,7.68,8.68,3.117695043,C. posadasii
All genes,43.44,131.32,132.32,7.047887329,C. posadasii
All genes,112.71,75.84,76.84,6.263785614,C. posadasii
All genes,41.48,43.75,44.75,5.483815777,C. posadasii
All genes,232.5,126.63,127.63,6.995823671,C. posadasii
All genes,52.37,49.42,50.42,5.655924213,C. posadasii
All genes,225.23,64.86,65.86,6.041330607,C. posadasii
All genes,6.65,17.49,18.49,4.20867332,C. posadasii
All genes,8.14,8.06,9.06,3.17951105,C. posadasii
All genes,359.04,8.95,9.95,3.314696526,C. posadasii
All genes,8.76,3.77,4.77,2.253989266,C. posadasii
All genes,15.41,4.54,5.54,2.469885976,C. posadasii
All genes,58.98,80.24,81.24,6.344118335,C. posadasii
All genes,13.51,15.66,16.66,4.058316496,C. posadasii
All genes,71.73,50.24,51.24,5.679198571,C. posadasii
All genes,81.07,53.97,54.97,5.780572574,C. posadasii
All genes,17.39,38.52,39.52,5.304511042,C. posadasii
All genes,1.05,0.82,1.82,0.86393845,C. posadasii
All genes,9.64,14.85,15.85,3.986410935,C. posadasii
All genes,22.8,25.5,26.5,4.727920455,C. posadasii
All genes,2230.14,2578.83,2579.83,11.33306029,C. posadasii
All genes,594.85,666.51,667.51,9.38264564,C. posadasii
All genes,48.1,19.27,20.27,4.341274184,C. posadasii
All genes,184.55,239.27,240.27,7.908512715,C. posadasii
All genes,27.59,86.01,87.01,6.443109313,C. posadasii
All genes,154.54,47.42,48.42,5.597531174,C. posadasii
All genes,50.57,23.62,24.62,4.621758857,C. posadasii
All genes,445.86,215.06,216.06,7.755288195,C. posadasii
All genes,10.65,12.79,13.79,3.785550552,C. posadasii
All genes,41.04,27.49,28.49,4.832383717,C. posadasii
All genes,119.9,106.47,107.47,6.747790181,C. posadasii
All genes,49.03,65.75,66.75,6.060695932,C. posadasii
All genes,29.74,78.02,79.02,6.304145941,C. posadasii
All genes,75.57,157.87,158.87,7.311702911,C. posadasii
All genes,72.61,31.21,32.21,5.009436756,C. posadasii
All genes,300.36,237.51,238.51,7.897905945,C. posadasii
All genes,38.73,28.08,29.08,4.861955364,C. posadasii
All genes,121.05,77.36,78.36,6.292045492,C. posadasii
All genes,30.95,48.19,49.19,5.62029315,C. posadasii
All genes,23.89,14.6,15.6,3.963474124,C. posadasii
All genes,50.6,99.71,100.71,6.654063133,C. posadasii
All genes,86.49,92.18,93.18,6.541948425,C. posadasii
All genes,51.48,43.99,44.99,5.491532462,C. posadasii
All genes,83.61,72.42,73.42,6.198101209,C. posadasii
All genes,89.88,6.34,7.34,2.875780063,C. posadasii
All genes,4.77,12.92,13.92,3.799087306,C. posadasii
All genes,32.18,32.48,33.48,5.065227623,C. posadasii
All genes,29.6,21.86,22.86,4.514753498,C. posadasii
All genes,41.31,100.15,101.15,6.66035251,C. posadasii
All genes,25.89,42.37,43.37,5.438625538,C. posadasii
All genes,53.46,63.54,64.54,6.012121673,C. posadasii
All genes,0.97,5.4,6.4,2.678071905,C. posadasii
All genes,286.48,281.24,282.24,8.140778656,C. posadasii
All genes,32.68,14.77,15.77,3.979110755,C. posadasii
All genes,29.31,38.31,39.31,5.296824459,C. posadasii
All genes,141.76,103.82,104.82,6.711770204,C. posadasii
All genes,6.15,12.68,13.68,3.773996325,C. posadasii
All genes,63.77,87.17,88.17,6.462215955,C. posadasii
All genes,74.89,212.56,213.56,7.738497644,C. posadasii
All genes,2.57,2.81,3.81,1.929790998,C. posadasii
All genes,19.41,35.22,36.22,5.178714641,C. posadasii
All genes,67.34,69.64,70.64,6.142413438,C. posadasii
All genes,78.9,97.21,98.21,6.617798026,C. posadasii
All genes,89.32,52.51,53.51,5.741736624,C. posadasii
All genes,16.63,16.07,17.07,4.093391153,C. posadasii
All genes,4.37,1.67,2.67,1.416839742,C. posadasii
All genes,3.02,9.59,10.59,3.404630684,C. posadasii
All genes,6.3,11.13,12.13,3.600507645,C. posadasii
All genes,1.4,0.72,1.72,0.782408565,C. posadasii
All genes,2.78,10.63,11.63,3.539779192,C. posadasii
All genes,4.05,12.16,13.16,3.718087584,C. posadasii
All genes,5.56,86.35,87.35,6.448735798,C. posadasii
All genes,29.47,18.05,19.05,4.251719093,C. posadasii
All genes,1.42,2.85,3.85,1.944858446,C. posadasii
All genes,81.56,16.93,17.93,4.164303583,C. posadasii
All genes,94.21,103.87,104.87,6.712458217,C. posadasii
All genes,69.3,58.64,59.64,5.898208353,C. posadasii
All genes,117.46,137.79,138.79,7.116759813,C. posadasii
All genes,21.22,45.44,46.44,5.537296067,C. posadasii
All genes,65.19,69.22,70.22,6.133810091,C. posadasii
All genes,94.15,28.69,29.69,4.891905188,C. posadasii
All genes,1049.27,1298.42,1299.42,10.3436521,C. posadasii
All genes,69.12,115.03,116.03,6.858354058,C. posadasii
All genes,238.79,596.13,597.13,9.221901242,C. posadasii
All genes,1483.87,1221.74,1222.74,10.25590195,C. posadasii
All genes,318.39,374.37,375.37,8.552169543,C. posadasii
All genes,6.42,18.91,19.91,4.315421316,C. posadasii
All genes,1056.4,692.69,693.69,9.438147277,C. posadasii
All genes,21.32,41.05,42.05,5.394033895,C. posadasii
All genes,23.14,13.54,14.54,3.861955364,C. posadasii
All genes,48.79,42.17,43.17,5.431957188,C. posadasii
All genes,16.56,13.79,14.79,3.886550147,C. posadasii
All genes,15.57,32.5,33.5,5.06608919,C. posadasii
All genes,59.18,248.7,249.7,7.964052011,C. posadasii
All genes,433.12,220.14,221.14,7.788816194,C. posadasii
All genes,41.11,20.73,21.73,4.441616269,C. posadasii
All genes,185.77,487.29,488.29,8.931594422,C. posadasii
All genes,193.31,170.46,171.46,7.421728238,C. posadasii
All genes,93.9,204.98,205.98,7.686360453,C. posadasii
All genes,43.06,74.41,75.41,6.236683945,C. posadasii
All genes,24.01,16.86,17.86,4.158660175,C. posadasii
All genes,486.27,446.2,447.2,8.804776378,C. posadasii
All genes,33.99,26.72,27.72,4.792855352,C. posadasii
All genes,140.62,44.79,45.79,5.51696066,C. posadasii
All genes,329.7,253.63,254.63,7.992258594,C. posadasii
All genes,20.08,50.08,51.08,5.67468662,C. posadasii
All genes,135.04,73.09,74.09,6.211206929,C. posadasii
All genes,115.8,131.11,132.11,7.045595865,C. posadasii
All genes,0.72,4.83,5.83,2.543495883,C. posadasii
All genes,20.93,11.71,12.71,3.667892125,C. posadasii
All genes,49.96,121.25,122.25,6.933690655,C. posadasii
All genes,390.81,433.52,434.52,8.763278772,C. posadasii
All genes,220.34,196.13,197.13,7.623003538,C. posadasii
All genes,37.95,44.8,45.8,5.517275693,C. posadasii
All genes,22.86,32.4,33.4,5.061776198,C. posadasii
All genes,17.94,7.95,8.95,3.161887682,C. posadasii
All genes,65.25,37.97,38.97,5.284292026,C. posadasii
All genes,32.88,30.55,31.55,4.9795681,C. posadasii
All genes,0.33,1.18,2.18,1.124328135,C. posadasii
All genes,31.86,102.39,103.39,6.691952843,C. posadasii
All genes,82.71,156.19,157.19,7.29636563,C. posadasii
All genes,32.28,23.38,24.38,4.607626221,C. posadasii
All genes,7.08,40.52,41.52,5.375734539,C. posadasii
All genes,32.94,17.47,18.47,4.207111961,C. posadasii
All genes,31.67,21.82,22.82,4.512226887,C. posadasii
All genes,39.68,21.51,22.51,4.492494152,C. posadasii
All genes,45.48,33.69,34.69,5.116447936,C. posadasii
All genes,190.24,271.43,272.43,8.089741771,C. posadasii
All genes,22.29,35.62,36.62,5.194559886,C. posadasii
All genes,12.56,13.35,14.35,3.842978832,C. posadasii
All genes,10.27,28.91,29.91,4.902556005,C. posadasii
All genes,6.37,5.85,6.85,2.776103988,C. posadasii
All genes,193.23,2.72,3.72,1.895302621,C. posadasii
All genes,16.2,19.51,20.51,4.358255587,C. posadasii
All genes,1248.77,1402.79,1403.79,10.45511142,C. posadasii
All genes,69.34,29.68,30.68,4.939226578,C. posadasii
All genes,150.31,77.88,78.88,6.301587647,C. posadasii
All genes,14.69,23.1,24.1,4.590961241,C. posadasii
All genes,29,214.13,215.13,7.749064913,C. posadasii
All genes,91.3,49.13,50.13,5.647602329,C. posadasii
All genes,201.42,303.7,304.7,8.25124569,C. posadasii
All genes,22.18,33.79,34.79,5.120600774,C. posadasii
All genes,21.85,16.39,17.39,4.120186028,C. posadasii
All genes,519.62,602.16,603.16,9.236396946,C. posadasii
All genes,44.71,33.34,34.34,5.101818134,C. posadasii
All genes,13.14,14.91,15.91,3.991861931,C. posadasii
All genes,24.93,48.95,49.95,5.642412773,C. posadasii
All genes,12.14,28.13,29.13,4.864433796,C. posadasii
All genes,29.06,24.47,25.47,4.670727054,C. posadasii
All genes,133.42,150.53,151.53,7.243459637,C. posadasii
All genes,49.27,51.19,52.19,5.705701497,C. posadasii
All genes,14,7.31,8.31,3.054848477,C. posadasii
All genes,1279.01,1760.61,1761.61,10.78267885,C. posadasii
All genes,25.98,81.17,82.17,6.360539862,C. posadasii
All genes,146.53,182.04,183.04,7.516015147,C. posadasii
All genes,63.92,40.33,41.33,5.369117459,C. posadasii
All genes,32.87,36.22,37.22,5.21800615,C. posadasii
All genes,126.3,150.84,151.84,7.246408087,C. posadasii
All genes,84.68,85.48,86.48,6.434294618,C. posadasii
All genes,32.88,136.03,137.03,7.098347967,C. posadasii
All genes,53.44,35.41,36.41,5.186262836,C. posadasii
All genes,41.03,38.4,39.4,5.300123725,C. posadasii
All genes,74.65,49.77,50.77,5.665904355,C. posadasii
All genes,37.31,31.65,32.65,5.029011087,C. posadasii
All genes,65.29,33.22,34.22,5.096767855,C. posadasii
All genes,77.86,70.81,71.81,6.166112857,C. posadasii
All genes,9.25,17.2,18.2,4.185866545,C. posadasii
All genes,78.85,75.54,76.54,6.258141996,C. posadasii
All genes,27.52,12.28,13.28,3.731183242,C. posadasii
All genes,18.49,16.1,17.1,4.09592442,C. posadasii
All genes,25.09,36.5,37.5,5.22881869,C. posadasii
All genes,4.41,2.24,3.24,1.695993813,C. posadasii
All genes,60.11,62.94,63.94,5.998646839,C. posadasii
All genes,68.15,124.2,125.2,6.968090752,C. posadasii
All genes,94.51,78.44,79.44,6.311793718,C. posadasii
All genes,14.33,61.48,62.48,5.965322548,C. posadasii
All genes,29.21,28.63,29.63,4.888986721,C. posadasii
All genes,51.61,23.59,24.59,4.61999983,C. posadasii
All genes,20.07,56.27,57.27,5.839707698,C. posadasii
All genes,15.19,32.46,33.46,5.06436554,C. posadasii
All genes,182.13,159.2,160.2,7.323730338,C. posadasii
All genes,161.31,188.86,189.86,7.568792178,C. posadasii
All genes,378.87,1167.89,1168.89,10.19092345,C. posadasii
All genes,39.16,56.88,57.88,5.854993017,C. posadasii
All genes,91.43,54.93,55.93,5.805550425,C. posadasii
All genes,10.33,60.37,61.37,5.939461678,C. posadasii
All genes,21.48,22.15,23.15,4.532940288,C. posadasii
All genes,233.6,219.56,220.56,7.785027362,C. posadasii
All genes,83,126.41,127.41,6.993334704,C. posadasii
All genes,8.28,11.52,12.52,3.646162657,C. posadasii
All genes,123.91,207.38,208.38,7.703073006,C. posadasii
All genes,117.75,129.49,130.49,7.027795441,C. posadasii
All genes,28.79,17.69,18.69,4.224194664,C. posadasii
All genes,4.79,8.24,9.24,3.207892852,C. posadasii
All genes,25.77,10.56,11.56,3.531069493,C. posadasii
All genes,72.91,42.29,43.29,5.435961895,C. posadasii
All genes,280.63,200.4,201.4,7.653919873,C. posadasii
All genes,17.56,7.86,8.86,3.147306699,C. posadasii
All genes,24,21.48,22.48,4.49057013,C. posadasii
All genes,12.08,4.15,5.15,2.364572432,C. posadasii
All genes,88.5,178.02,179.02,7.483976963,C. posadasii
All genes,123.62,223.34,224.34,7.809543067,C. posadasii
All genes,32.51,145.83,146.83,7.198002957,C. posadasii
All genes,3.16,4.61,5.61,2.488000771,C. posadasii
All genes,4.04,4.92,5.92,2.565597176,C. posadasii
All genes,93.91,86.14,87.14,6.445263208,C. posadasii
All genes,26.01,16.03,17.03,4.09000653,C. posadasii
All genes,81.82,82.07,83.07,6.376255649,C. posadasii
All genes,21.27,19.47,20.47,4.355439197,C. posadasii
All genes,34.93,28.03,29.03,4.859472667,C. posadasii
All genes,16.64,28.13,29.13,4.864433796,C. posadasii
All genes,55.92,89.77,90.77,6.504143652,C. posadasii
All genes,3.33,2.61,3.61,1.851998837,C. posadasii
All genes,10.81,70.96,71.96,6.169123281,C. posadasii
All genes,54.25,72.47,73.47,6.19908337,C. posadasii
All genes,162.39,158.07,159.07,7.313517964,C. posadasii
All genes,12.85,20.12,21.12,4.40053793,C. posadasii
All genes,39.03,75.88,76.88,6.264536431,C. posadasii
All genes,61.51,49.7,50.7,5.663913842,C. posadasii
All genes,55.46,59.27,60.27,5.91336816,C. posadasii
All genes,4.57,6.84,7.84,2.970853654,C. posadasii
All genes,22.89,20.31,21.31,4.413458688,C. posadasii
All genes,9.82,5.44,6.44,2.687060688,C. posadasii
All genes,36.05,51.86,52.86,5.72410452,C. posadasii
All genes,8.39,2.87,3.87,1.952333566,C. posadasii
All genes,10.62,16.02,17.02,4.089159132,C. posadasii
All genes,28.79,21.68,22.68,4.503348735,C. posadasii
All genes,17.46,16.2,17.2,4.10433666,C. posadasii
All genes,28.68,27.81,28.81,4.848497755,C. posadasii
All genes,24.61,25.56,26.56,4.731183242,C. posadasii
All genes,18.1,41.42,42.42,5.406672716,C. posadasii
All genes,58.35,41.72,42.72,5.416839742,C. posadasii
All genes,22.1,12.46,13.46,3.750606505,C. posadasii
All genes,52.02,31.05,32.05,5.002252452,C. posadasii
All genes,10.6,12.58,13.58,3.763411574,C. posadasii
All genes,34.64,52.7,53.7,5.746850183,C. posadasii
All genes,32.12,19.32,20.32,4.344828497,C. posadasii
All genes,58.33,46.95,47.95,5.58345891,C. posadasii
All genes,6.43,4.67,5.67,2.503348735,C. posadasii
All genes,71.43,75.01,76.01,6.248117329,C. posadasii
All genes,314.16,686.12,687.12,9.424418266,C. posadasii
All genes,22.34,30.75,31.75,4.988684687,C. posadasii
All genes,72.88,57.06,58.06,5.859472667,C. posadasii
All genes,12.23,28.8,29.8,4.897240426,C. posadasii
All genes,32.93,27.1,28.1,4.812498225,C. posadasii
All genes,10.89,6.36,7.36,2.879705766,C. posadasii
All genes,54.04,138.63,139.63,7.125465133,C. posadasii
All genes,38.74,126.03,127.03,6.989025441,C. posadasii
All genes,61.33,25.94,26.94,4.751677946,C. posadasii
All genes,178.68,14.62,15.62,3.965322548,C. posadasii
All genes,133.5,86.3,87.3,6.447909749,C. posadasii
All genes,105.22,82.92,83.92,6.390942773,C. posadasii
All genes,4.99,1.03,2.03,1.021479727,C. posadasii
All genes,12.77,22.69,23.69,4.566206293,C. posadasii
All genes,8.34,21.11,22.11,4.46662712,C. posadasii
All genes,17.5,40.04,41.04,5.358958826,C. posadasii
All genes,32.96,61.26,62.26,5.960233672,C. posadasii
All genes,33.7,38.22,39.22,5.29351763,C. posadasii
All genes,23.74,50.09,51.09,5.674969031,C. posadasii
All genes,15.39,9.6,10.6,3.40599236,C. posadasii
All genes,531.67,616.61,617.61,9.270552302,C. posadasii
All genes,15.14,23.63,24.63,4.622344723,C. posadasii
All genes,23.92,22.91,23.91,4.579542225,C. posadasii
All genes,17.65,3.99,4.99,2.319039816,C. posadasii
All genes,15.51,15.64,16.64,4.056583528,C. posadasii
All genes,69.75,73.43,74.43,6.217812331,C. posadasii
All genes,31.29,46.18,47.18,5.560103513,C. posadasii
All genes,216.91,65.97,66.97,6.065443063,C. posadasii
All genes,96.17,193.18,194.18,7.601250805,C. posadasii
All genes,34.81,15.91,16.91,4.079804755,C. posadasii
All genes,74.94,59.23,60.23,5.912410354,C. posadasii
All genes,43.11,40.99,41.99,5.391973883,C. posadasii
All genes,6.94,50.33,51.33,5.681730355,C. posadasii
